year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2021,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,95.1,92.7,4962.0,4600.0,4984.0,4600.0,4300.0,5175.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Accountancy with Honours,97.7,86.8,3363.0,3400.0,3431.0,3400.0,3200.0,3460.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100.0,98.2,4934.0,4800.0,5251.0,4950.0,4605.0,5552.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100.0,98.0,5126.0,5000.0,5215.0,5000.0,4590.0,5500.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Engineering with Honours in Aircraft Systems Engineering,100.0,91.7,3297.0,3200.0,3394.0,3300.0,2500.0,4000.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Engineering with Honours in Pharmaceutical Engineering,98.3,87.9,3423.0,3500.0,3736.0,3600.0,3300.0,4000.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98.0,96.1,3707.0,3600.0,3773.0,3680.0,3500.0,3950.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),97.5,85.0,4086.0,4000.0,4146.0,4000.0,3850.0,4500.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours,96.1,80.3,3037.0,3000.0,3216.0,3000.0,2800.0,3500.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Science (Diagnostic Radiography),100.0,100.0,3670.0,3500.0,3880.0,3700.0,3500.0,4025.0
2021,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Science (Occupational Therapy),100.0,98.3,3521.0,3500.0,3546.0,3500.0,3400.0,3690.0
2021,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),100.0,95.1,4086.0,4000.0,4402.0,4370.0,3700.0,4900.0
2021,Singapore Institute of Technology,SIT-Massey University,Bachelor of Food Technology with Honours,96.4,89.1,3221.0,3300.0,3322.0,3300.0,3000.0,3500.0
2021,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,79.2,64.2,3466.0,3500.0,3836.0,3700.0,3350.0,4200.0
2021,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,98.3,84.5,3583.0,3500.0,3691.0,3600.0,3500.0,3850.0
2021,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.4,90.2,3646.0,3600.0,3787.0,3650.0,3600.0,4000.0
2021,Singapore Institute of Technology,Trinity College Dublin,Bachelor of Science (Physiotherapy),97.9,96.8,3516.0,3500.0,3591.0,3525.0,3400.0,3800.0
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,92.8,92.8,3650.0,3600.0,3719.0,3675.0,3500.0,3933.0
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,98.3,86.4,3403.0,3350.0,3697.0,3700.0,3350.0,3990.0
2021,Singapore Institute of Technology,Technische University Munich,Bachelor of Science in Chemical Engineering,95.7,87.0,3495.0,3500.0,3645.0,3557.0,3400.0,3865.0
2021,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,91.9,67.7,2647.0,2500.0,2817.0,2700.0,2500.0,3100.0
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,94.4,59.3,2951.0,3000.0,2989.0,3000.0,2700.0,3200.0
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,94.3,65.7,2761.0,3000.0,2807.0,3000.0,2500.0,3100.0
2021,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,95.5,81.8,3807.0,3600.0,4001.0,3850.0,3400.0,4500.0
2021,Singapore Management University,School of Accountancy (4-year programme),Accountancy,98.7,93.0,3751.0,3400.0,3814.0,3400.0,3200.0,4000.0
2021,Singapore Management University,School of Accountancy (4-year programme),Accountancy (Hons),97.9,92.6,4161.0,3700.0,4213.0,3850.0,3300.0,4600.0
2021,Singapore Management University,School of Business (4-year programme),Business Management,96.6,86.0,4229.0,4000.0,4371.0,4000.0,3500.0,4650.0
2021,Singapore Management University,School of Business (4-year programme),Business Management (Hons),96.6,90.3,4705.0,4333.0,4855.0,4480.0,3800.0,5043.0
2021,Singapore Management University,School of Economics (4-year programme),Economics (4-years programme),91.8,83.5,4641.0,4275.0,4777.0,4435.0,3800.0,5250.0
2021,Singapore Management University,School of Economics (4-year programme),Economics (Hons),94.1,91.2,5209.0,4750.0,5310.0,4900.0,4191.0,5810.0
2021,Singapore Management University,School of Business (4-year programme),Information Systems,98.2,94.6,4774.0,4860.0,4906.0,5000.0,4200.0,5350.0
2021,Singapore Management University,School of Business (4-year programme),Information Systems (Hons),97.4,93.6,5317.0,5050.0,5499.0,5350.0,5000.0,5833.0
2021,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences,94.1,77.1,3656.0,3465.0,3836.0,3600.0,3200.0,4010.0
2021,Singapore Management University,School of Social Sciences (4-year programme),Social Sciences (Hons),96.9,86.2,3856.0,3500.0,4063.0,3763.0,3350.0,4500.0
2021,Singapore Management University,School of Law (4-year programme),Law #,100.0,98.3,5319.0,5500.0,5433.0,5600.0,4500.0,6000.0
2021,Singapore Management University,School of Law (4-year programme),Law (Cum Laude and above) #,100.0,98.8,5613.0,5600.0,5754.0,5800.0,5025.0,6000.0
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,93.0,88.4,2949.0,3000.0,2963.0,3000.0,2800.0,3100.0
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,95.6,80.9,3249.0,3200.0,3412.0,3200.0,3000.0,3500.0
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,94.7,86.8,3432.0,3530.0,3461.0,3530.0,3400.0,3580.0
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.6,89.0,3199.0,3200.0,3231.0,3200.0,3000.0,3400.0
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Business Analytics,93.5,83.9,4218.0,3800.0,4372.0,3800.0,3350.0,4900.0
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,84.4,56.3,3856.0,3500.0,3862.0,3500.0,3300.0,4350.0
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.4,63.6,3303.0,3200.0,3411.0,3275.0,2820.0,3600.0
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management,97.4,79.5,3245.0,3200.0,3381.0,3300.0,3025.0,3500.0
